Category,message,Mensagem
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,"Sim, imagino que ele seria bem gentil. Ao contrário dos outros médicos que tratam seus pacientes como se fossem perus."
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,GRÁTIS na primeira semana! O toque Nokia número 1 para o seu celular toda semana. Basta enviar NOKIA para 8077. Comece a enviar mensagens e conte para seus amigos. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/toque
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,"Agora que você começou, não pare. Apenas ore por mais boas ideias e, se eu vir algo que possa ajudar vocês, enviarei o link."
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,"Oi querida, estou no telefone da Helen. Vou estar no Princes hoje à noite, por favor, venha me visitar. Beijos, Kate."
ham,I'm in office now da:)where are you?,Estou no escritório agora :) onde você está?
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,"Aiyar, coitadinho... Te dou todo o meu apoio... Força! Vou pensar em você..."
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,"Ah, sem querer, não foi uma má escolha de momento. Ótimo. Tomara que os trens entrem na brincadeira! Avisarei com quinze minutos de antecedência."
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,"Prepare seu jardim para o verão com uma seleção GRATUITA de bulbos e sementes de verão no valor de £33,50, somente com o jornal The Scotsman neste sábado. Para cancelar, acesse notxt.co.uk."
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),"Ok, então venha quando quiser e também diga à Vikky para vir quando tiver um tempo livre..:-)"
ham,Pls call me da. What happen.,"Por favor, me ligue. O que aconteceu?"
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)","Feliz Ano Novo para você e sua família... que este novo ano traga felicidade, estabilidade e tranquilidade para sua vida vibrante e colorida :):)"
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,"Sem problemas com a renovação. Farei isso imediatamente, mas não sei os dados dele."
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,"Sei lá. Estou aqui sentada no estacionamento de um supermercado, chorando muito, porque me sinto um fracasso em tudo. Ninguém me quer e agora sinto que estou te decepcionando."
ham,Haven't left yet so probably gonna be here til dinner,"Ainda não saí, então provavelmente ficarei aqui até o jantar."
ham,"Like  &lt;#&gt; , same question","Como &lt;#&gt; , mesma pergunta"
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,Minha véspera de Ano Novo foi legal. Fui a uma festa com meu namorado. Quem é esse Si então? Ei!
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.","Senhor, preciso da data de nascimento do Sr. Velusamy e dos dados bancários da empresa."
ham,K k:) sms chat with me.,Ok :) Converse comigo por SMS.
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,"Eu irei de carro Karnan. Por favor, aguarde até às 18h, irei diretamente ao médico."
ham,No but the bluray player can,"Não, mas o leitor de Blu-ray pode."
ham,Ok... Then r we meeting later?,"Ok... Então, vamos nos encontrar mais tarde?"
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,"Haha, não. Só preciso usar meu nitro. Anda logo antes que eu bata o carro!"
ham,Just send a text. We'll skype later.,É só mandar uma mensagem. A gente conversa por Skype mais tarde.
ham,Ok leave no need to ask,"Ok, pode ir embora, não precisa perguntar."
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Parabéns! Dois celulares 3G com vídeo são seus. Ligue agora para 09063458130! Faça videochamadas com seus amigos, jogue jogos Java, baixe músicas Polyph, aluguel sem fio. bx420. ip4. 5we. 150p"
ham,Ü still got lessons?  Ü in sch?,Você ainda tem aulas? Você está na escola?
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,Por que ela não acredita? Eu pensei que já tinha dito a ela que era verdade. Acho que ela precisa nos ver juntos para acreditar.
ham,Oh did you charge camera,"Ah, você carregou a câmera?"
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!","Tenho um pouco de sal, pode esfregar nas minhas feridas abertas se quiser!"
ham,Now i'm going for lunch.,Agora vou almoçar.
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,Estou na escola agora e vou estar no laboratório fazendo algumas coisas. Me liga quando você terminar.
ham,Oh k. . I will come tomorrow,"Ah, ok. Irei amanhã."
ham,"Aight, text me tonight and we'll see what's up","Beleza, me manda mensagem hoje à noite e a gente vê o que rola."
ham,U 2.,U 2.
ham,Water logging in desert. Geoenvironmental implications.,Alagamento em áreas desérticas. Implicações geoambientais.
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,"Raji, por favor, me faça um favor. Por favor, transmita meus parabéns de aniversário para a Nimya. Por favor. Hoje é o aniversário dela."
ham,Company is very good.environment is terrific and food is really nice:),"A empresa é muito boa, o ambiente é ótimo e a comida é realmente deliciosa :)"
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u","Muito estranho. E estamos assistindo ao segundo agora, mas eu estou na cama. Bons sonhos, sinto sua falta."
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,LEILÃO POR SMS - Um Nokia 7250 novinho em folha está em leilão hoje! A participação é GRATUITA! Envie NOKIA para 86021 agora mesmo!
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please","Oi, espero que vocês dois estejam bem. Ele disse que mandaria mensagem, mas não mandou. Você o viu? Por favor, me dê a notícia com delicadeza."
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*","Amor! Eu também te amo pra caralho!! Sabe? Nossa, foi tão bom ouvir sua voz. Eu preciso tanto disso. Eu anseio por isso. Não me canso. Eu te adoro, Ahmad *beijos*"
ham,K sure am in my relatives home. Sms me de. Pls:-),"Tenho certeza, estou na casa de parentes. Me mande uma mensagem. Por favor :-)"
ham,I sent them. Do you like?,Eu enviei. Você gostou?
ham,"Fuuuuck I need to stop sleepin, sup","Porra, preciso parar de dormir, e aí?"
ham,I'm in town now so i'll jus take mrt down later.,"Já estou na cidade, então vou pegar o metrô mais tarde."
ham,I just cooked a rather nice salmon a la you,"Acabei de preparar um salmão muito bom, ao estilo de você."
ham,I uploaded mine to Facebook,Eu publiquei o meu no Facebook.
ham,WHAT TIME U WRKIN?,A QUE HORAS VOCÊ ESTÁ TRABALHANDO?
ham,Okie,Ok
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Participe gratuitamente de um sorteio semanal e concorra a um iPod. Envie POD para 80182 para participar (tarifa padrão de SMS). Consulte os termos e condições. Ligue para 08452810073 para mais detalhes. Maiores de 18 anos.
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,"Nossos registros indicam que você pode ter direito a 5.000 libras em indenização pelo acidente sofrido. Para solicitar, responda com a palavra REIVINDICAÇÃO a esta mensagem. Para parar, envie um SMS com a palavra PARAR."
ham,"Sorry, I'll call later","Desculpe, ligo mais tarde."
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,Oh oh... Den muz mudou de plano... Voltar tem que ir para Yan Jiu de novo...
ham,"It's wylie, you in tampa or sarasota?","É Wylie, você está em Tampa ou Sarasota?"
ham,Ok... Take ur time n enjoy ur dinner...,Ok... Aproveite o jantar sem pressa...
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,"O Darren estava dizendo que se você se encontrar com ele, então não vamos jantar juntos. Porque depois você vai embora e ele vai se sentir desconfortável. Aí você encontra com ele para almoçar, né?"
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic","Prepare-se para o Halloween com uma coleção temática, incluindo um logotipo, uma imagem e uma mensagem, além de um toque assustador grátis. Envie CARD SPOOK para 8007 zed 08701417012150p por logotipo/imagem."
ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,Eu gosto de coisas baratas! Mas não me importo de gastar um pouco mais com o vinho se isso te fizer sentir melhor.
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,"Ela está bem. Eu tive dificuldades com o celular dela. Funciona no meu. Você poderia, por favor, enviar outro pedido de amizade para ela?"
ham,Ugh my leg hurts. Musta overdid it on mon.,"Ai, minha perna dói. Devo ter exagerado na segunda."
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Ligue para a Alemanha por apenas 1 centavo por minuto! Ligue de um telefone fixo através do número de acesso 0844 861 85 85. Sem pré-pagamento. Acesso direto! www.telediscount.co.uk
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","VOCÊ GANHOU! Suas férias de 4 estrelas na Costa Del Sol ou £5000 estão esperando por você. Ligue agora para 09050090044 para reivindicar. Envie um envelope selado e endereçado para o seu cartão, com o código TC, para a Caixa Postal 334, Stockport, SK38xh. Custo: £1,50/minuto. Máximo de 10 minutos."
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,Que desconto para estudantes posso obter em livros?
ham,Me fine..absolutly fine,Eu estou bem... absolutamente bem.
ham,How come she can get it? Should b quite diff to guess rite...,"Como é que ela consegue isso? Deve ser bem difícil adivinhar, né..."
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,Tem o seu telemóvel há 11 meses? Atualize GRATUITAMENTE para os mais recentes telemóveis com câmara a cores da Orange e com chamadas ilimitadas ao fim de semana. Ligue para a Mobile Upd8 através do número gratuito 08000839402 ou envie um SMS para 2Stop.
ham,I will reach ur home in  &lt;#&gt;  minutes,Chegarei à sua casa em <# minutos
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !","Amor, estou te respondendo, você não consegue me ver? Talvez seja melhor você reiniciar o YM... Recebi a foto... Ficou ótima!"
ham,Hi.what you think about match?,Olá. O que você acha da partida?
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop","Sei que você está pensando em malária. Mas relaxe, crianças não toleram malária. Ela teria ficado pior, e é gastroenterite. Se ela ingerir o suficiente para repor as calorias perdidas, a temperatura vai baixar. E se você der remédio para malária agora, ela só vai vomitar. É uma doença autolimitada, o que significa que em alguns dias vai passar completamente."
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,"Eu baixei o arquivo, mas só tem um arquivo .exe que só consigo executar depois de instalado."
ham,It is only yesterday true true.,"Ainda é verdade, parece que foi ontem."
ham,K.k.how is your business now?,"K.K., como estão seus negócios agora?"
ham,3 pa but not selected.,"3 pa, mas não selecionados."
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Natalja (25/F) está te convidando para ser amigo(a) dela. Responda SIM-440 ou NÃO-440. Veja o perfil dela: www.SMS.ac/u/nat27081980. Quer parar? Envie STOP FRND para 62468.
ham,I keep ten rs in my shelf:) buy two egg.,Guardo dez rúpias na minha prateleira :) compro dois ovos.
ham,I am late. I will be there at,Estou atrasado. Estarei lá às
